person,CantidadEventos
9686a451,9
9686cdd6,30
96873f0e,11
9687e87a,21
9688a389,135
968ffdf5,28
9693d8ef,11
9697e464,114
969b3461,33
96a36bc8,13
96a4e0ee,27
96a88e59,272
96ad02f8,66
96b29517,13
96c4f8d3,84
96c6a7d4,22
96c9c2d4,26
96cdf090,11
96d29c05,24
96dc11c2,48
96e1066d,160
96e38b16,4
96e52b0e,29
96ee5fc1,44
96f59ba3,6
96f73e73,23
96f814cb,29
9707cd0e,1
970c4758,85
9711130d,8
97117ce3,8
9711f755,577
9718fa77,5
971d830f,4
971f7017,4
971f79af,267
9724bb2e,80
97262c1c,27
97267956,366
97288f9e,3
97311e1c,36
973b476a,4
973d9035,28
973ea67b,12
97426cb4,11
97461b8d,59
97580473,5
975d83d1,12
97665c2c,35
976ed6a9,75
9776fab7,9
9777d7ce,4
97797de2,16
9787129e,43
978d50c6,65
978e076b,103
979022c6,27
9794cc0a,29
97958e21,281
979c5375,5
979d1023,112
979dd0c2,10
979f5985,8
97a45638,13
97abc4b5,11
97b8e3f9,195
97ba7d89,27
97bb46df,50
97c3e3d9,7
97cf0461,4
97d022d2,89
97d02b6a,11
97d1c78c,26
97dc1480,41
97ddab06,4
97def99e,11
97e0737d,11
97e22e1f,107
97eb9986,18
97ecf24d,36
97ecf2e1,9
97f28f3e,2
97fb2a7d,169
9804628e,5
980823f7,200
98090612,8
9809462d,297
980a012b,130
980b049a,102
980fd579,5
981a30ba,7
98216e49,496
98240aed,13
9824127d,17
982b5d27,1
9839951d,14
9839d33f,22
983a1992,23
983b201e,64
983b29e3,40
984129b6,17
9841b0c5,2
9848240b,26
984873b4,158
984a0ac4,54
9851c1a7,123
98523d43,4
9855e264,13
9859a338,124
985e7d07,29
985f9ce2,1
985fe133,4
9866b2fc,100
9869229b,44
986d38bb,6
986f518a,15
98714a25,10
98729846,8
98891135,46
988e5549,71
988eb96f,64
989674b9,28
989c86d0,49
989d91a2,15
989e69d0,89
98a514fd,17
98a9bb17,8
98ad94b1,24
98aee269,6
98b20877,44
98b26fd3,23
98b551cc,24
98b5716b,59
98bd1948,70
98bf2a8e,23
98c60b74,72
98c616f8,4
98c62221,14
98ca0da9,46
98ce2899,79
98d3e75f,16
98d536c2,272
98da2788,56
98dba004,88
98defcd3,69
98e11ed7,90
98e349f4,158
98e43c2e,7
98e9cc4a,22
98f0502b,23
98f70bc2,15
98f78b66,13
98f817d6,19
98fe2db2,100
9900821d,160
990232cf,52
99071589,18
99094988,51
990a7018,4
990c29de,47
9912ca47,16
991360db,20
9919e2f8,485
991e09a5,26
9922cdab,63
9923c138,4
9927b53f,6
992cca18,5
99352d46,5
993e67e4,8
99404743,114
9941c58e,15
9941e2c9,41
994635a5,39
994a698f,6
994e7917,18
9950e1ab,26
99512086,3
9952a8e0,4
99539f29,131
9953cba9,4
9955aa4b,40
9955c161,7
99562c06,40
99598989,49
995a9f56,18
9968839d,58
99692bc9,71
996a058b,40
996e4366,167
9972a70c,138
9976d91a,4
997776bc,56
9978b98f,21
9979d6ae,30
997c615b,44
9981161d,97
99841b84,12
99849e8f,69
9988b172,25
998fc951,192
99915076,91
9992f6ef,5
9998e1f3,109
9998f43f,4
999a6762,241
999b9b34,5
999f7872,16
99a2c9a0,12
99a5246a,4
99a63c77,43
99a90a0e,10
99b4c1ce,267
99b54800,57
99bb2a73,26
99beeb89,4
99c8c79d,25
99c98b94,4
99cea75c,177
99cff5e9,62
99d4d406,75
99d52ba4,31
99d70171,4
99dcff59,19
99de1ea7,335
99e4baf5,178
99eec0e6,46
99f5e5fd,116
99f73bdd,76
9a00037e,29
9a0373f1,9
9a06d758,4
9a06d771,243
9a09941d,62
9a0abd52,4
9a0af9d9,4
9a129e9d,4
9a152ea9,23
9a1876b1,18
9a1c1e94,23
9a2221d0,59
9a263d27,8
9a2d5230,16
9a36f893,91
9a3d1afd,45
9a3f5350,194
9a40d7ec,13
9a489e64,4
9a4c0b7c,162
9a515b6d,30
9a5361d5,36
9a5c33db,85
9a5f8232,254
9a60d2d2,13
9a61323a,96
9a61bb55,8
9a62fea7,77
9a66d730,8
9a67dbea,8
9a6d2131,18
9a76e407,12
9a7a8453,59
9a7c9eb9,111
9a7e690f,20
9a7fd67c,4
9a80ca2e,106
9a819abe,85
9a82ccc6,19
9a85c812,7
9a872731,43
9a886433,22
9a8df7f2,7
9a92d29b,9
9a932c04,4
9a945148,72
9a989acf,53
9a998384,27
9a9c6eaf,10
9a9e7fc2,63
9aa42f0f,3
9aaf56d0,37
9ab2e2c0,172
9ab66c07,90
9abe8855,9
9ac0761c,23
9ac32548,39
9ac9f804,97
9acc01de,48
9acc24bf,49
9acf8112,101
9ad01db7,7
9ad0d801,27
9ad53bdb,73
9ad7142f,76
9ad9744d,74
9ada9104,66
9ae8f269,135
9aed6b8b,33
9aef0a45,246
9af770be,6
9afc38a0,10
9afce6fc,16
9aff49fd,6
9affc6eb,5
9b0284e1,30
9b05f06c,60
9b0a2875,4
9b0f2407,151
9b14f19e,52
9b2076c7,3
9b235eb4,66
9b23cd14,55
9b329a77,111
9b33db75,37
9b349207,90
9b34b3f9,17
9b350bb5,536
9b38d84e,15
9b38eeca,33
9b3a6b47,12
9b3a7ddd,27
9b3c2ac5,31
9b3d7f34,6
9b45c60d,306
9b4757ea,10
9b4f540a,32
9b5082f0,5
9b534b2e,38
9b5d1d3c,3
9b5f563e,14
9b632ab1,12
9b634701,13
9b63a3d2,19
9b6a19f3,9
9b712d2e,4
9b75ed98,31
9b7683ec,42
9b797621,16
9b7b87e5,29
9b7fb867,9
9b831e33,115
9b85eb8d,7
9b90cd2f,3
9b914619,14
9b9452f0,31
9b96fc12,13
9b9a412b,111
9b9b0e61,37
9b9bd348,11
9b9c3473,83
9ba76519,5
9bacbd99,191
9baed7f7,46
9baedadf,2
9baf02b5,15
9bafcd30,586
9bafcd7d,53
9bb623c2,181
9bb95e61,3
9bbd48fc,23
9bc071ab,25
9bc0bff9,56
9bc43f7e,89
9bcaae2a,87
9bcae13e,69
9bd26113,50
9bd37a66,11
9bd88017,11
9bdca02f,273
9be9f6f5,55
9bebedf2,10
9bf1f02c,6
9bf630b9,5
9bf6dce3,5
9bf6eb08,77
9bf77a71,108
9bf968c5,1967
9bfa1240,16
9bfba185,10
9bff98d1,184
9c046e73,7
9c16aa63,27
9c17b991,14
9c18cf91,38
9c1b53ed,51
9c218f6c,40
9c2a46fe,4
9c2b1d50,60
9c2b6f94,66
9c2f41b0,111
9c32226e,4
9c35d81e,8
9c369637,7
9c379feb,29
9c37f082,189
9c3f198d,35
9c43d3db,89
9c458382,175
9c4c7c4f,290
9c50ed59,19
9c545ab4,8
9c57d642,32
9c5cf317,23
9c5dda75,65
9c60f434,28
9c6180e9,8
9c690789,11
9c6e2ae8,142
9c71c5da,24
9c73c8da,32
9c743b65,771
9c75bd65,324
9c7ca20d,6
9c7ed8cc,3
9c7f57cb,81
9c7f871d,17
9c867eb4,10
9c88eed3,73
9c8e9ff7,17
9c934548,26
9c935bfd,4
9c937ca2,61
9c98f2f3,6
9ca1d511,63
9caa0ab8,146
9cc52e8c,12
9cc5303a,13
9cc58395,22
9ccb2f50,1
9ccbeef0,27
9cd079dd,203
9cd53e6e,15
9cd6488b,46
9cdbf51a,62
9cdc6e58,11
9cdca58a,27
9ce3c10d,66
9ce7d819,13
9ce8abb3,85
9ceab28a,3
9cf2e2ce,12
9cf44392,11
9cf6b24d,79
9cf9bc08,25
9cfbc255,10
9cfd8c1b,9
9cffbf24,3
9cfffed6,7
9d015ecb,174
9d0288b5,25
9d05d75f,50
9d0f4334,32
9d0f8433,13
9d12a5c5,28
9d17b99a,7
9d1ea8ce,4
9d2100a0,44
9d25f4b1,21
9d3067cc,1
9d30827d,9
9d383c35,38
9d3ab470,40
9d3c0e13,20
9d3fe222,8
9d4c7016,34
9d5946b7,4
9d5e20a5,9
9d5e9634,62
9d5f8900,72
9d608808,251
9d612732,78
9d623b9a,18
9d634f4b,23
9d66beed,21
9d6b07ab,30
9d6c1442,18
9d6d03ab,11
9d727634,204
9d743313,8
9d747a76,8
9d7a160f,10
9d822aa9,38
9d88b04e,5
9d8a53a0,4
9d8d7621,89
9d92cb07,8
9d95a278,35
9d96cd70,7
9d98eb33,95
9d996a99,58
9d9c0c29,6
9d9cf402,34
9d9e9475,15
9d9f8c22,8
9da46e1e,70
9da924cb,36
9daa4cac,47
9dac10f1,254
9dac5aef,96
9db05848,305
9db0f7a2,61
9db435b9,53
9db69ba0,17
9dbe69eb,51
9dc511e6,37
9dc590cc,4
9dcaa31f,29
9dcf5b1b,234
9dd0868e,65
9dd22d6f,580
9dd2af98,141
9dd88c89,48
9ddc22ab,17
9ddfa6f4,20
9de324f3,165
9de682ea,7
9de86de1,93
9de9752d,29
9deac734,12
9deb1dfa,40
9def8719,48
9df0e397,227
9df21469,101
9df4f384,22
9df7b18a,25
9dfb5c26,4
9e061e8b,24
9e073deb,61
9e08df06,2
9e0ebcba,38
9e12ba3d,77
9e1423d5,84
9e150660,5
9e15b84e,200
9e185084,12
9e256c4c,54
9e28d1aa,21
9e297017,4
9e2b4435,32
9e2fd62b,2
9e32f517,34
9e35e48c,10
9e38fe01,487
9e398d3b,125
9e41f818,18
9e427016,117
9e433751,49
9e4981b9,60
9e4c40e8,17
9e4e3d71,249
9e56d3d8,160
9e5acf69,110
9e5d8dd7,28
9e6243e7,13
9e672c88,19
9e695ed4,3
9e6b8862,10
9e6d54f5,57
9e6db963,4
9e7337bc,91
9e772a9d,133
9e791313,36
9e7c197e,10
9e880d8a,18
9e8a0f4b,162
9e8a4037,6
9e8b0053,1
9e8b8efc,12
9e9001af,27
9e9a46a5,26
9ea14cff,4
9ea46de9,9
9ea625a1,59
9ea71d78,53
9ea836fb,3
9ea8b5af,4
9ea944eb,28
9eaa548d,16
9eaebb67,22
9eb380ba,24
9eb89579,9
9eb8ad2d,116
9eb8e96b,93
9ec2c267,44
9ec492bb,32
9ec77ab1,55
9ec7b4f5,2
9ecbe31d,12
9ecf8d11,12
9ed28671,27
9ed2caaf,9
9ed51fcd,54
9ed88aba,16
9ed9badf,11
9ede5b31,87
9ee21e4e,384
9ee9cd80,4
9ee9e983,36
9eea4f17,8
9eeb2742,136
9eeb6258,4
9eebe465,2
9ef1f3c9,12
9ef1f7f7,28
9ef6b27b,47
9ef7c76b,29
9ef8bd41,9
9efdd4a8,14
9f009336,508
9f00bb8d,26
9f0a3990,35
9f11220f,7
9f136f6b,9
9f148c46,4
9f187ab0,19
9f1df3d0,120
9f1e1383,10
9f20128b,50
9f29cbad,44
9f2e8020,28
9f30a6f8,12
9f31f3ea,13
9f38aa75,34
9f38e049,231
9f3933d5,28
9f3ec30c,102
9f46c81a,10
9f48ed93,25
9f4ac259,23
9f4b9ff4,17
9f4e771c,9
9f4f7722,55
9f5689c8,26
9f5c1eb4,38
9f5ca355,6
9f5cc454,4
9f5dc628,59
9f679ca0,30
9f68e5dc,78
9f6bb1b8,23
9f720153,35
9f74a4ad,5
9f789e0e,6
9f7ba020,4
9f7c3dc3,49
9f7e6768,46
9f82046c,1
9f84c6c6,10
9f8c5879,103
9f8e0f6e,18
9f9986b3,15
9f9b2cca,15
9f9ba624,11
9fa23129,52
9fa8316f,358
9faa9e46,13
9fad76e3,49
9fade252,86
9faf43a4,18
9fb2bd0f,28
9fb73440,60
9fb9ebb7,1
9fbdf06a,19
9fbfd45c,116
9fbff7bc,10
9fc30812,127
9fca8e0d,225
9fd24189,25
9fd29799,36
9fd55864,31
9fd5e7e9,73
9fd82a31,6
9fd8fd9c,22
9fdc9765,1
9fdecc2b,8
9fe63fa9,4
9fe75b00,15
9fe78206,7
9fe83f51,143
9fe87efd,5
9feaa98d,21
9ff37692,68
9ff40232,4
9ff4e4ac,8
9ff53bd8,59
9ff5c849,6
9ff7c669,14
9ff9d5d2,75
a00167d1,33
a004747c,94
a00836a2,1
a0084db9,2
a009d898,20
a00ae4bf,185
a0105d92,77
a010f428,268
a0114dbf,53
a011b52f,21
a0126275,130
a012c92d,12
a01901ed,4
a01db257,7
a0253103,173
a025ce95,4
a02b28f2,11
a0353684,383
a0386974,31
a03932f3,83
a0398355,29
a03a1bf6,89
a041f7f7,96
a0488aa5,6
a04b9f72,47
a04ed7b1,43
a05124a5,487
a0522902,13
a0532666,30
a0548988,18
a05a8e77,21
a05ada96,16
a05c74f9,110
a05d15b4,6
a05d1b36,203
a05ea5ac,14
a060e38f,24
a063d0f9,56
a0687f11,21
a068c715,38
a0690113,4
a06ac203,257
a06b4b92,23
a06bf1d7,58
a07310fe,55
a076ba9e,5
a076f078,47
a077d43a,4
a080af28,11
a08362aa,51
a083aa31,76
a0849fbd,22
a086f2a0,57
a08b7aa1,35
a08c3797,16
a08d42ea,59
a08d5e69,13
a08d9a81,8
a094dfe5,21
a094fbbf,48
a09825cf,81
a09c1488,1
a09e9931,75
a09f7e32,14
a0a413ff,14
a0a70058,9
a0aa614d,36
a0aa62e3,103
a0af0041,6
a0b00079,46
a0b1bafd,100
a0b57323,653
a0b87cb5,10
a0b9899a,52
a0c3519f,4
a0c35867,19
a0c515ab,30
a0c8a62c,7
a0ccd061,113
a0cf85b8,6
a0cfe9e4,11
a0d4b0c6,94
a0d61cb7,38
a0dca96a,10
a0deb1de,26
a0e2a168,30
a0e4869e,17
a0edbe1c,169
a0fe4e07,13
a10096bf,7
a102140c,4
a1071a5b,189
a1094312,33
a109ca91,48
a10b4e06,168
a10d0105,17
a1178a49,196
a11c0874,50
a11ca9f4,168
a131e9ba,18
a1365e22,160
a1366568,200
a139fb32,151
a1551e29,18
a15c1b4a,10
a15f0c01,8
a161fd76,2
a163f835,18
a164f58c,15
a16a0211,184
a16e4b9a,9
a17b5a95,18
a17f7e85,4
a183c923,6
a1840be8,14
a190c061,3
a1916263,36
a19e39e6,31
a1a2321c,16
a1a933d3,45
a1ab5834,17
a1b25eb0,752
a1b4ceb8,12
a1b5be7a,13
a1b635d0,20
a1b6fde7,71
a1b7c112,21
a1b83305,3
a1b96449,21
a1ba1850,4
a1bdab18,13
a1c1e013,58
a1c2a901,1
a1c4090f,728
a1c8fdb7,9
a1cbd87d,51
a1d5ce5e,430
a1d62ea5,6
a1daea1b,24
a1dc006d,8
a1e0fc95,18
a1e27d28,27
a1e62938,451
a1e9bfdb,44
a1f1307e,89
a1f45e86,10
a2018638,47
a2025ef1,115
a2047c1a,1
a2051520,28
a2085f61,50
a20a8f28,16
a20c0b65,34
a20de558,22
a211b87e,10
a21222e2,4
a212efb2,19
a21b12d6,52
a21c67ff,40
a21e9fbb,35
a2232404,96
a22cd205,91
a23054cd,25
a230bd8d,4
a240209e,16
a242c4dd,9
a243b53a,13
a245547f,983
a24702e2,74
a249adcb,3
a24c0b5f,332
a24c49cf,51
a24e6d5c,87
a24e8875,12
a24f683a,4
a261573f,13
a2630a27,66
a264cfb3,46
a2698b54,80
a26cf016,4
a272ac38,83
a272be04,6
a2749d1f,3
a2749ec9,9
a274bd7e,16
a278eb44,4
a2793161,44
a27c8e94,9
a27ce7d1,47
a280c83d,15
a2852d91,129
a286d967,24
a2881b7a,4
a28889e8,24
a28a91ef,4
a28cb2f2,4
a28d5f78,54
a28f4aaa,29
a292b6b9,103
a2930658,2
a295ae59,10
a29b45ad,99
a2a03ca1,8
a2a5b008,29
a2aff903,60
a2b14166,303
a2b18202,26
a2b1e355,1
a2b4378d,54
a2b475d3,4
a2b5e721,74
a2b7adbf,85
a2b90da4,3
a2bbd2d2,135
a2c334c5,22
a2c42b55,41
a2cdde40,4
a2ce62b0,31
a2d6bce9,1
a2d7cb07,28
a2dd0f8e,4
a2e2f882,22
a2e7272c,4
a2e8bc8e,91
a2eff279,31
a2f5b757,9
a2f7ddbf,79
a2f96e5d,6
a2fc649a,11
a2fe52fc,93
a2ff073e,62
a3027446,48
a30504be,48
a3091bef,50
a30b65a7,6
a30e5b28,26
a310fb8f,757
a316185d,126
a3189c4d,21
a31aeb66,32
a32cc4a3,39
a32d2d10,14
a32e4147,47
a33612bd,20
a3397229,10
a33ad2df,29
a33bdc8e,122
a33bf4b5,49
a33da662,142
a33f1fba,14
a34152fc,4
a348e31e,24
a34bbeec,9
a34d4cc8,9
a3532a87,12
a358e3eb,183
a35966f4,42
a35debd3,25
a35f05be,3
a3651c04,15
a378a1d2,6
a37a47b3,15
a37b7d53,1087
a37d55ab,4
a381a33f,80
a382bb45,19
a38ba127,4
a39dfc70,13
a3a0f234,51
a3a329b7,31
a3a66827,35
a3a7201e,80
a3a8b6d4,11
a3ac8898,31
a3af00a3,4
a3af8472,33
a3b3e48e,37
a3b5be7b,20
a3b7201b,1
a3c1ddd0,18
a3c20660,47
a3c23be0,108
a3c26398,16
a3c4e6a2,213
a3c7510a,41
a3c991fc,9
a3ce3e27,12
a3ceb5b9,68
a3db5827,4
a3de2b6b,15
a3e172c7,10
a3e9b1bd,13
a3eadf60,7
a3eb4af5,17
a3ec064b,61
a3f18585,747
a3f2a098,15
a3f94bf8,265
a3fc536c,17
a3fc70c1,74
a3fe783c,3
a404caa8,4
a4058849,9
a40733f9,118
a40ab19e,7
a40f45e9,127
a40fca23,37
a4113a6c,10
a4147278,62
a414d4dc,4
a415aa3d,14
a4166af0,88
a4227157,11
a429fc48,42
a43b8c47,7
a43df526,141
a43e845e,96
a4407ce1,48
a44654c9,12
a44d7911,38
a44ded54,45
a4507ea0,195
a45098c4,7
a4529dcc,5
a457ac65,58
a45e9f0f,183
a466cecf,15
a46d7f7e,14
a46f3616,30
a4733191,8
a4749423,10
a475d538,36
a476e563,40
a47cd238,7
a4851edb,32
a489e61b,10
a48a2bb3,9
a48e4879,64
a48f93d0,10
a49f5f11,3
a4a5a16f,6
a4a5a978,6
a4a5f728,4
a4a7c2a7,32
a4b4369f,40
a4b69bd8,18
a4b6d276,64
a4c38031,48
a4c4021a,16
a4c61ab4,10
a4c74aa1,26
a4c82e5d,20
a4c8dfd4,11
a4ca804e,5
a4cadfc4,69
a4cd7205,105
a4cd9d8b,11
a4cf7907,4
a4cffde0,103
a4d52c10,18
a4d6a0c4,27
a4dc6fdf,6
a4e3e0ba,4
a4e40324,9
a4e4fb86,8
a4e58df9,5
a4e669d3,37
a4eaaf57,25
a4f4207d,1
a4f76367,43
a4f98f90,4
a4ffc04c,21
a5035625,14
a503c179,538
a506ce14,11
a50abb9f,116
a50c5411,56
a5165f58,15
a5175d79,34
a51c50eb,19
a5203344,4
a52c1edc,7
a52df914,117
a530230e,45
a5310a83,25
a532ebfc,24
a5387dcc,51
a5390239,24
a53a1a30,88
a53c4542,30
a53f0811,3
a54034c2,117
a541a4d1,9
a541ff76,65
a542089e,164
a544f461,343
a547ec1c,76
a54f2a14,164
a54fc80c,29
a5500448,11
a5511154,19
a5555c86,807
a555ae72,52
a55849fa,10
a55cc2f8,2
a55fd081,386
a564e51c,110
a566a06d,15
a566ef99,44
a5697a70,21
a56af0fd,24
a56c1aee,10
a5763e40,48
a5874192,118
a58adb8e,4
a58c4ad8,21
a58c704b,125
a58d3e98,21
a58d544d,186
a58fb108,21
a5910860,37
a5948859,13
a5949369,32
a59b73f6,4
a5a17e5e,68
a5a76192,4
a5aafc84,92
a5ab3141,49
a5b0fcb4,4
a5b43eae,31
a5b69366,25
a5b6be3b,24
a5bb6e74,72
a5bc8aa1,59
a5bf3ed9,32
a5c0ae40,53
a5c6b5db,237
a5ce4adc,4
a5cfda4b,18
a5d31df5,24
a5d38cee,6
a5d3c172,597
a5d4d89e,210
a5d6408b,51
a5d79b5d,393
a5d7faf0,4
a5e156c5,84
a5e456ab,86
a5e8aea9,3
a5e95220,244
a5ed5328,12
a5ef13fc,105
a5f1cb2d,21
a5f40615,42
a5f60a2e,8
a5f61aec,39
a5f8c15b,143
a5fca6b1,10
a6034d33,70
a608c50c,26
a60aa33b,189
a610107d,22
a610918e,31
a612bf61,7
a6158c50,29
a61668fd,38
a61c2a20,7
a61f26d6,5
a62836b7,15
a62846ee,6
a62d2f81,25
a62de774,22
a635706d,14
a636a0f9,72
a63a10d6,3
a6413bb2,692
a641c21c,20
a647cbf3,6
a64841d1,61
a6491ae0,48
a649c8f0,18
a64cb4e4,39
a6565b86,9
a65717fa,11
a658227a,38
a6598711,18
a65f2cf0,2
a6609d5c,7
a661893e,12
a662c307,32
a6637d62,6
a66d3b28,100
a66e8424,367
a674cd5c,118
a676ecbf,90
a67a3ce7,161
a67a7735,7
a67a779c,4
a687335c,30
a6940b24,4
a695db72,15
a69bd60e,24
a6a56e70,4
a6a5e27b,4
a6a75c80,83
a6b74969,19
a6b8a074,25
a6c10032,34
a6c21414,74
a6c3b99b,40
a6c3e9cf,8
a6c7fc73,25
a6ca3be5,45
a6cd7443,27
a6cdd833,13
a6d0fd37,6
a6d765ee,8
a6da2dfe,19
a6db2d1d,24
a6df8e5f,156
a6dff8f0,22
a6e359b9,8
a6e4a009,20
a6e9b7e7,46
a6ea73b0,12
a6eb3660,16
a6eda059,4
a6f48b1d,18
a6f50b47,177
a6f8fcef,11
a6fb3bd5,5
a6fd8440,23
a6fe90e7,63
a6ffc21d,26
a7010214,4
a705fcb8,30
a708f6b7,30
a70a7b25,40
a70ade4f,4
a70b6305,16
a70b9f00,97
a70c0f81,4
a70d25d9,13
a710e610,1
a716b570,14
a71cc4ef,5
a720d281,4
a7240f87,7
a7245798,18
a725c048,10
a729362d,15
a72aacd5,4
a72cb8c1,128
a7317380,76
a7320114,5
a738f0a1,8
a73ced7a,10
a742d299,47
a744bbb5,46
a746a910,90
a7535a67,21
a754c9f4,8
a7561f58,6
a759b2e6,22
a75b8fa8,8
a75d3ae3,35
a75e57a0,10
a75f0a1b,41
a761dc7a,7
a764cf60,107
a768026c,6
a76a6c45,94
a770ce82,40
a77bfa11,4
a77d4f7e,10
a78024f1,461
a780c1fd,15
a782115e,5
a792d288,41
a7937ad1,110
a7988a63,7
a7a651a9,15
a7b0fe52,6
a7b2e1a2,5
a7b53d26,256
a7b6e286,102
a7b84a12,16
a7bb010f,19
a7bccbc1,8
a7be42a7,37
a7be4e52,9
a7c181c3,84
a7c43a89,6
a7c43e47,53
a7c7fd70,598
a7c8edf9,6
a7c97fbc,58
a7c9a5e9,30
a7ce7f63,26
a7d5b730,35
a7d64894,43
a7d8726f,28
a7ddb294,61
a7de8efc,16
a7df861e,27
a7e32284,5
a7e4fea7,12
a7ea1baa,147
a7ec9a80,55
a7ee5922,11
a7ee80bb,62
a7f108cd,21
a7f3a0f4,21
a7fc44cd,297
a7ffa917,1604
a80267a9,43
a8066bba,8
a807cd06,83
a80b319e,11
a80d050a,53
a80eb3f1,5
a812b1a5,76
a8178bcc,14
a818faa3,10
a81d1380,161
a820bdff,1
a825f5dc,14
a82b0917,20
a82ca219,42
a832f5d7,146
a833ad06,21
a838a3ac,9
a83936ef,31
a83e10a3,2
a83f4a59,99
a8414a28,4
a8454ba6,30
a850af1c,31
a8545ae2,9
a857b0de,524
a8611614,44
a869db41,13
a86b2b18,33
a86bf1b3,47
a86c7e9f,50
a86e3e17,12
a872cfdb,15
a8730c05,43
a873708a,135
a8784c31,44
a87b4e48,14
a87b67e6,37
a880d9cf,34
a8828ef4,48
a88a2df8,184
a88a30a7,8
a891d2aa,15
a8922195,4
a894ab63,12
a8954394,34
a895de06,82
a89a8d08,3
a89e820a,24
a8a317c4,113
a8a5a7cb,96
a8ab701a,160
a8ab727e,32
a8abe721,6
a8aebf2e,32
a8b033c6,28
a8b18347,3
a8b5cdf2,64
a8bcc4ab,220
a8bdecf6,23
a8be4096,4
a8bf0971,11
a8ca0988,190
a8cee74e,4
a8cf030b,39
a8d01d7f,233
a8d15fdb,17
a8d17707,10
a8d18e4e,16
a8d46c78,349
a8d5b96e,19
a8d86846,31
a8d8fa51,4
a8db39c9,11
a8ddb061,34
a8e28d54,6
a8e3adda,52
a8e5432a,4
a8ea570a,27
a8ece5ba,831
a8f07ccf,25
a8f70ec2,33
a8f864e0,9
a9028801,8
a9031558,22
a903937c,9
a9081942,565
a90b45b7,14
a90bb821,198
a90ea81c,50
a9110ba2,4
a915c893,15
a919cebd,6
a91dea87,126
a9236ad7,12
a92a1349,6
a92aabde,34
a92dc13e,12
a92e7ad2,34
a92e7ed5,18
a92f08f5,7
a93002ab,449
a931d4ff,17
a9338f98,328
a937ed89,8
a93a4241,60
a93d7ec0,63
a93fcaad,4
a94058fe,11
a944525d,4
a94494cd,4
a946ded8,3
a94795a0,5
a949986c,32
a94e5652,9
a94e75c2,8
a950ceca,30
a9512c96,33
a9561572,15
a957e529,649
a95decc2,17
a9625d86,22
a9685833,92
a96e4d07,20
a97104e8,117
a9710785,105
a97ab84e,4
a97ae064,5
a985351e,49
a985f9b1,26
a98fb9ac,34
a990af6f,24
a99339e8,4
a99e2a45,52
a99f2cc8,8
a9a22937,8
a9a595c3,5
a9a78932,23
a9ae81d4,40
a9b2fa1c,71
a9ba5539,164
a9ba9180,15
a9be13be,16
a9bfffba,9
a9c008a2,5
a9c02c42,6
a9c50399,7
a9c50f90,73
a9c53ec2,4
a9c807bd,57
a9cb5b8a,5
a9cd5473,6
a9d27e85,17
a9d65068,8
a9ddb413,4
a9e0eed1,41
a9e31044,71
a9e48242,39
a9e6e0d7,25
a9e84619,58
a9edff65,35
a9eeb58b,56
a9f08ac1,46
aa01b571,44
aa08816f,6
aa0bed55,7
aa0c4643,17
aa1b0d82,4
aa1f2609,7
aa1fca6b,544
aa22acc4,33
aa22dbe8,67
aa2483ab,7
aa2484cc,16
aa297476,832
aa2b1988,13
aa37c3de,16
aa38e28f,7
aa3c89e6,17
aa4158ea,52
aa436270,108
aa481566,39
aa4d7630,114
aa52a0bc,8
aa5593bc,119
aa56ef4a,68
aa57b638,35
aa597367,63
aa5a28ef,15
aa5c9cae,79
aa60438c,4
aa671b3f,325
aa6bf802,157
aa6dffc2,40
aa7040dd,116
aa709e94,10
aa722230,8
aa75a7d5,56
aa76c624,5
aa7a1616,10
aa7adeac,48
aa7dd905,239
aa7eae2f,16
aa7f78a4,112
aa86a2b8,16
aa88f4a6,38
aa8a4cdc,8
aa8be0ff,32
aa8e06b5,14
aa8ed736,25
aa90492e,14
aa9074f7,13
aa956620,23
aa99e3f1,120
aa9b8e57,174
aa9f55fc,348
aaa0a57b,17
aaa256d2,14
aaab7b80,453
aab5ed32,428
aab81a0a,8
aab90528,11
aab91e52,42
aabaaac3,102
aabbd7d6,38
aabe1d96,30
aac2e8ba,28
aac41478,10
aac5d173,165
aaca9484,7
aacbed20,13
aaccc157,3
aad1ac37,8
aad2a22f,33
aad5966d,30
aad5ef69,71
aad5f5ce,28
aad6093b,12
aae029c6,17
aae04963,79
aae2fa10,6
aae4b7ea,13
aae588f0,51
aaeedb9e,198
aaf05992,9
aaf0fa6e,11
aaf77692,47
aaf7d7f3,9
aafb63d6,8
ab00e6d7,2
ab03b578,114
ab06efbc,60
ab0733d5,7
ab0bfea6,109
ab0d584f,12
ab1e1e65,144
ab1f5fca,10
ab279c6c,15
ab2f764b,31
ab3130ae,90
ab3c0756,12
ab45ac79,10
ab4895f0,3
ab48a8c4,15
ab4dc6b2,32
ab4fcd05,4
ab516a10,9
ab534b6f,4
ab5719c3,4
ab5c5fe7,26
ab5eca09,31
ab5f4946,37
ab63fd7e,30
ab67eb79,10
ab6cd7d4,1
ab6ded14,16
ab771a5c,3
ab79959e,15
ab7d95d2,12
ab7f344c,292
ab7ff968,2
ab859066,17
ab85f2bb,4
ab8a2000,54
ab8a88d4,117
ab8b270d,4
ab8da6c6,6
ab9cce0e,14
ab9fd1f7,669
aba03e5c,42
aba305b5,9
aba3b9f4,49
aba62963,26
aba76393,29
abaae2e3,142
abaaf261,11
abad3bb8,10
abb1e947,45
abb2d4d2,294
